timeNs,timeSeconds,vehicleId,gatewayId,runtimeGatewayId,distanceMeters,coverageRadiusMeters,active,available,cellRegionId,bandwidthPoolId
33000000000,33,veh_5,rsu_central,rsu_1,3259.273638,300,false,false,region_central_degraded,pool_rsu_central
33000000000,33,veh_5,rsu_north,rsu_0,1129.512649,520,false,false,region_north_normal,pool_rsu_north
33000000000,33,veh_6,rsu_central,rsu_1,3400.898089,300,false,false,region_central_degraded,pool_rsu_central
33000000000,33,veh_6,rsu_north,rsu_0,1271.216815,520,false,false,region_north_normal,pool_rsu_north
34000000000,34,veh_0,rsu_central,rsu_1,2514.426047,300,false,false,region_central_degraded,pool_rsu_central
34000000000,34,veh_0,rsu_north,rsu_0,384.563594,520,true,true,region_north_normal,pool_rsu_north
34000000000,34,veh_1,rsu_central,rsu_1,2658.198722,300,false,false,region_central_degraded,pool_rsu_central
34000000000,34,veh_1,rsu_north,rsu_0,528.359218,520,false,false,region_north_normal,pool_rsu_north
34000000000,34,veh_2,rsu_central,rsu_1,2800.750276,300,false,false,region_central_degraded,pool_rsu_central
34000000000,34,veh_2,rsu_north,rsu_0,670.934259,520,false,false,region_north_normal,pool_rsu_north
34000000000,34,veh_3,rsu_central,rsu_1,2940.435388,300,false,false,region_central_degraded,pool_rsu_central
34000000000,34,veh_3,rsu_north,rsu_0,810.649121,520,false,false,region_north_normal,pool_rsu_north
