taskId,sourceVehicleId,profileId,activationTimeNs,activationTimeMs,inputSizeBits,outputSizeBits,cpuCycles,deadlineSeconds
cooperative_awareness__veh_5__t_119000,veh_5,cooperative_awareness,119000000000,119000,512000,16000,800000000,0.75
perception_light__veh_8__t_119000,veh_8,perception_light,119000000000,119000,8000000,64000,1500000000,0.5
perception_light__veh_2__t_120000,veh_2,perception_light,120000000000,120000,8000000,64000,1500000000,0.5
planning_medium__veh_3__t_120000,veh_3,planning_medium,120000000000,120000,2000000,32000,3000000000,1.0
perception_light__veh_7__t_120000,veh_7,perception_light,120000000000,120000,8000000,64000,1500000000,0.5
planning_medium__veh_8__t_120000,veh_8,planning_medium,120000000000,120000,2000000,32000,3000000000,1.0
cooperative_awareness__veh_9__t_120000,veh_9,cooperative_awareness,120000000000,120000,512000,16000,800000000,0.75
perception_light__veh_1__t_121000,veh_1,perception_light,121000000000,121000,8000000,64000,1500000000,0.5
perception_light__veh_11__t_121000,veh_11,perception_light,121000000000,121000,8000000,64000,1500000000,0.5
perception_light__veh_6__t_121000,veh_6,perception_light,121000000000,121000,8000000,64000,1500000000,0.5
perception_light__veh_0__t_122000,veh_0,perception_light,122000000000,122000,8000000,64000,1500000000,0.5
planning_medium__veh_1__t_122000,veh_1,planning_medium,122000000000,122000,2000000,32000,3000000000,1.0
perception_light__veh_10__t_122000,veh_10,perception_light,122000000000,122000,8000000,64000,1500000000,0.5
planning_medium__veh_11__t_122000,veh_11,planning_medium,122000000000,122000,2000000,32000,3000000000,1.0
cooperative_awareness__veh_2__t_122000,veh_2,cooperative_awareness,122000000000,122000,512000,16000,800000000,0.75
perception_light__veh_5__t_122000,veh_5,perception_light,122000000000,122000,8000000,64000,1500000000,0.5
planning_medium__veh_6__t_122000,veh_6,planning_medium,122000000000,122000,2000000,32000,3000000000,1.0
perception_light__veh_4__t_123000,veh_4,perception_light,123000000000,123000,8000000,64000,1500000000,0.5
cooperative_awareness__veh_6__t_123000,veh_6,cooperative_awareness,123000000000,123000,512000,16000,800000000,0.75
perception_light__veh_9__t_123000,veh_9,perception_light,123000000000,123000,8000000,64000,1500000000,0.5
cooperative_awareness__veh_10__t_124000,veh_10,cooperative_awareness,124000000000,124000,512000,16000,800000000,0.75
perception_light__veh_3__t_124000,veh_3,perception_light,124000000000,124000,8000000,64000,1500000000,0.5
planning_medium__veh_4__t_124000,veh_4,planning_medium,124000000000,124000,2000000,32000,3000000000,1.0
perception_light__veh_8__t_124000,veh_8,perception_light,124000000000,124000,8000000,64000,1500000000,0.5
planning_medium__veh_9__t_124000,veh_9,planning_medium,124000000000,124000,2000000,32000,3000000000,1.0
perception_light__veh_2__t_125000,veh_2,perception_light,125000000000,125000,8000000,64000,1500000000,0.5
perception_light__veh_7__t_125000,veh_7,perception_light,125000000000,125000,8000000,64000,1500000000,0.5
perception_light__veh_1__t_126000,veh_1,perception_light,126000000000,126000,8000000,64000,1500000000,0.5
perception_light__veh_11__t_126000,veh_11,perception_light,126000000000,126000,8000000,64000,1500000000,0.5
planning_medium__veh_2__t_126000,veh_2,planning_medium,126000000000,126000,2000000,32000,3000000000,1.0
cooperative_awareness__veh_3__t_126000,veh_3,cooperative_awareness,126000000000,126000,512000,16000,800000000,0.75
perception_light__veh_6__t_126000,veh_6,perception_light,126000000000,126000,8000000,64000,1500000000,0.5
planning_medium__veh_7__t_126000,veh_7,planning_medium,126000000000,126000,2000000,32000,3000000000,1.0
perception_light__veh_0__t_127000,veh_0,perception_light,127000000000,127000,8000000,64000,1500000000,0.5
perception_light__veh_10__t_127000,veh_10,perception_light,127000000000,127000,8000000,64000,1500000000,0.5
perception_light__veh_5__t_127000,veh_5,perception_light,127000000000,127000,8000000,64000,1500000000,0.5
cooperative_awareness__veh_7__t_127000,veh_7,cooperative_awareness,127000000000,127000,512000,16000,800000000,0.75
planning_medium__veh_0__t_128000,veh_0,planning_medium,128000000000,128000,2000000,32000,3000000000,1.0
planning_medium__veh_10__t_128000,veh_10,planning_medium,128000000000,128000,2000000,32000,3000000000,1.0
cooperative_awareness__veh_11__t_128000,veh_11,cooperative_awareness,128000000000,128000,512000,16000,800000000,0.75
perception_light__veh_4__t_128000,veh_4,perception_light,128000000000,128000,8000000,64000,1500000000,0.5
planning_medium__veh_5__t_128000,veh_5,planning_medium,128000000000,128000,2000000,32000,3000000000,1.0
perception_light__veh_9__t_128000,veh_9,perception_light,128000000000,128000,8000000,64000,1500000000,0.5
cooperative_awareness__veh_0__t_129000,veh_0,cooperative_awareness,129000000000,129000,512000,16000,800000000,0.75
perception_light__veh_3__t_129000,veh_3,perception_light,129000000000,129000,8000000,64000,1500000000,0.5
perception_light__veh_8__t_129000,veh_8,perception_light,129000000000,129000,8000000,64000,1500000000,0.5
perception_light__veh_2__t_130000,veh_2,perception_light,130000000000,130000,8000000,64000,1500000000,0.5
planning_medium__veh_3__t_130000,veh_3,planning_medium,130000000000,130000,2000000,32000,3000000000,1.0
cooperative_awareness__veh_4__t_130000,veh_4,cooperative_awareness,130000000000,130000,512000,16000,800000000,0.75
perception_light__veh_7__t_130000,veh_7,perception_light,130000000000,130000,8000000,64000,1500000000,0.5
planning_medium__veh_8__t_130000,veh_8,planning_medium,130000000000,130000,2000000,32000,3000000000,1.0
perception_light__veh_1__t_131000,veh_1,perception_light,131000000000,131000,8000000,64000,1500000000,0.5
perception_light__veh_11__t_131000,veh_11,perception_light,131000000000,131000,8000000,64000,1500000000,0.5
perception_light__veh_6__t_131000,veh_6,perception_light,131000000000,131000,8000000,64000,1500000000,0.5
cooperative_awareness__veh_8__t_131000,veh_8,cooperative_awareness,131000000000,131000,512000,16000,800000000,0.75
perception_light__veh_0__t_132000,veh_0,perception_light,132000000000,132000,8000000,64000,1500000000,0.5
planning_medium__veh_1__t_132000,veh_1,planning_medium,132000000000,132000,2000000,32000,3000000000,1.0
perception_light__veh_10__t_132000,veh_10,perception_light,132000000000,132000,8000000,64000,1500000000,0.5
planning_medium__veh_11__t_132000,veh_11,planning_medium,132000000000,132000,2000000,32000,3000000000,1.0
perception_light__veh_5__t_132000,veh_5,perception_light,132000000000,132000,8000000,64000,1500000000,0.5
planning_medium__veh_6__t_132000,veh_6,planning_medium,132000000000,132000,2000000,32000,3000000000,1.0
cooperative_awareness__veh_1__t_133000,veh_1,cooperative_awareness,133000000000,133000,512000,16000,800000000,0.75
perception_light__veh_4__t_133000,veh_4,perception_light,133000000000,133000,8000000,64000,1500000000,0.5
perception_light__veh_9__t_133000,veh_9,perception_light,133000000000,133000,8000000,64000,1500000000,0.5
perception_light__veh_3__t_134000,veh_3,perception_light,134000000000,134000,8000000,64000,1500000000,0.5
planning_medium__veh_4__t_134000,veh_4,planning_medium,134000000000,134000,2000000,32000,3000000000,1.0
cooperative_awareness__veh_5__t_134000,veh_5,cooperative_awareness,134000000000,134000,512000,16000,800000000,0.75
perception_light__veh_8__t_134000,veh_8,perception_light,134000000000,134000,8000000,64000,1500000000,0.5
planning_medium__veh_9__t_134000,veh_9,planning_medium,134000000000,134000,2000000,32000,3000000000,1.0
perception_light__veh_2__t_135000,veh_2,perception_light,135000000000,135000,8000000,64000,1500000000,0.5
perception_light__veh_7__t_135000,veh_7,perception_light,135000000000,135000,8000000,64000,1500000000,0.5
cooperative_awareness__veh_9__t_135000,veh_9,cooperative_awareness,135000000000,135000,512000,16000,800000000,0.75
perception_light__veh_1__t_136000,veh_1,perception_light,136000000000,136000,8000000,64000,1500000000,0.5
perception_light__veh_11__t_136000,veh_11,perception_light,136000000000,136000,8000000,64000,1500000000,0.5
planning_medium__veh_2__t_136000,veh_2,planning_medium,136000000000,136000,2000000,32000,3000000000,1.0
perception_light__veh_6__t_136000,veh_6,perception_light,136000000000,136000,8000000,64000,1500000000,0.5
planning_medium__veh_7__t_136000,veh_7,planning_medium,136000000000,136000,2000000,32000,3000000000,1.0
perception_light__veh_0__t_137000,veh_0,perception_light,137000000000,137000,8000000,64000,1500000000,0.5
perception_light__veh_10__t_137000,veh_10,perception_light,137000000000,137000,8000000,64000,1500000000,0.5
cooperative_awareness__veh_2__t_137000,veh_2,cooperative_awareness,137000000000,137000,512000,16000,800000000,0.75
perception_light__veh_5__t_137000,veh_5,perception_light,137000000000,137000,8000000,64000,1500000000,0.5
planning_medium__veh_0__t_138000,veh_0,planning_medium,138000000000,138000,2000000,32000,3000000000,1.0
planning_medium__veh_10__t_138000,veh_10,planning_medium,138000000000,138000,2000000,32000,3000000000,1.0
perception_light__veh_4__t_138000,veh_4,perception_light,138000000000,138000,8000000,64000,1500000000,0.5
planning_medium__veh_5__t_138000,veh_5,planning_medium,138000000000,138000,2000000,32000,3000000000,1.0
cooperative_awareness__veh_6__t_138000,veh_6,cooperative_awareness,138000000000,138000,512000,16000,800000000,0.75
perception_light__veh_9__t_138000,veh_9,perception_light,138000000000,138000,8000000,64000,1500000000,0.5
cooperative_awareness__veh_10__t_139000,veh_10,cooperative_awareness,139000000000,139000,512000,16000,800000000,0.75
perception_light__veh_3__t_139000,veh_3,perception_light,139000000000,139000,8000000,64000,1500000000,0.5
perception_light__veh_8__t_139000,veh_8,perception_light,139000000000,139000,8000000,64000,1500000000,0.5
perception_light__veh_2__t_140000,veh_2,perception_light,140000000000,140000,8000000,64000,1500000000,0.5
planning_medium__veh_3__t_140000,veh_3,planning_medium,140000000000,140000,2000000,32000,3000000000,1.0
perception_light__veh_7__t_140000,veh_7,perception_light,140000000000,140000,8000000,64000,1500000000,0.5
planning_medium__veh_8__t_140000,veh_8,planning_medium,140000000000,140000,2000000,32000,3000000000,1.0
perception_light__veh_1__t_141000,veh_1,perception_light,141000000000,141000,8000000,64000,1500000000,0.5
perception_light__veh_11__t_141000,veh_11,perception_light,141000000000,141000,8000000,64000,1500000000,0.5
cooperative_awareness__veh_3__t_141000,veh_3,cooperative_awareness,141000000000,141000,512000,16000,800000000,0.75
perception_light__veh_6__t_141000,veh_6,perception_light,141000000000,141000,8000000,64000,1500000000,0.5
perception_light__veh_0__t_142000,veh_0,perception_light,142000000000,142000,8000000,64000,1500000000,0.5
planning_medium__veh_1__t_142000,veh_1,planning_medium,142000000000,142000,2000000,32000,3000000000,1.0
perception_light__veh_10__t_142000,veh_10,perception_light,142000000000,142000,8000000,64000,1500000000,0.5
planning_medium__veh_11__t_142000,veh_11,planning_medium,142000000000,142000,2000000,32000,3000000000,1.0
perception_light__veh_5__t_142000,veh_5,perception_light,142000000000,142000,8000000,64000,1500000000,0.5
planning_medium__veh_6__t_142000,veh_6,planning_medium,142000000000,142000,2000000,32000,3000000000,1.0
cooperative_awareness__veh_7__t_142000,veh_7,cooperative_awareness,142000000000,142000,512000,16000,800000000,0.75
cooperative_awareness__veh_11__t_143000,veh_11,cooperative_awareness,143000000000,143000,512000,16000,800000000,0.75
perception_light__veh_4__t_143000,veh_4,perception_light,143000000000,143000,8000000,64000,1500000000,0.5
perception_light__veh_9__t_143000,veh_9,perception_light,143000000000,143000,8000000,64000,1500000000,0.5
cooperative_awareness__veh_0__t_144000,veh_0,cooperative_awareness,144000000000,144000,512000,16000,800000000,0.75
perception_light__veh_3__t_144000,veh_3,perception_light,144000000000,144000,8000000,64000,1500000000,0.5
planning_medium__veh_4__t_144000,veh_4,planning_medium,144000000000,144000,2000000,32000,3000000000,1.0
perception_light__veh_8__t_144000,veh_8,perception_light,144000000000,144000,8000000,64000,1500000000,0.5
planning_medium__veh_9__t_144000,veh_9,planning_medium,144000000000,144000,2000000,32000,3000000000,1.0
perception_light__veh_2__t_145000,veh_2,perception_light,145000000000,145000,8000000,64000,1500000000,0.5
cooperative_awareness__veh_4__t_145000,veh_4,cooperative_awareness,145000000000,145000,512000,16000,800000000,0.75
perception_light__veh_7__t_145000,veh_7,perception_light,145000000000,145000,8000000,64000,1500000000,0.5
perception_light__veh_1__t_146000,veh_1,perception_light,146000000000,146000,8000000,64000,1500000000,0.5
perception_light__veh_11__t_146000,veh_11,perception_light,146000000000,146000,8000000,64000,1500000000,0.5
planning_medium__veh_2__t_146000,veh_2,planning_medium,146000000000,146000,2000000,32000,3000000000,1.0
perception_light__veh_6__t_146000,veh_6,perception_light,146000000000,146000,8000000,64000,1500000000,0.5
planning_medium__veh_7__t_146000,veh_7,planning_medium,146000000000,146000,2000000,32000,3000000000,1.0
cooperative_awareness__veh_8__t_146000,veh_8,cooperative_awareness,146000000000,146000,512000,16000,800000000,0.75
perception_light__veh_0__t_147000,veh_0,perception_light,147000000000,147000,8000000,64000,1500000000,0.5
perception_light__veh_10__t_147000,veh_10,perception_light,147000000000,147000,8000000,64000,1500000000,0.5
perception_light__veh_5__t_147000,veh_5,perception_light,147000000000,147000,8000000,64000,1500000000,0.5
planning_medium__veh_0__t_148000,veh_0,planning_medium,148000000000,148000,2000000,32000,3000000000,1.0
cooperative_awareness__veh_1__t_148000,veh_1,cooperative_awareness,148000000000,148000,512000,16000,800000000,0.75
planning_medium__veh_10__t_148000,veh_10,planning_medium,148000000000,148000,2000000,32000,3000000000,1.0
perception_light__veh_4__t_148000,veh_4,perception_light,148000000000,148000,8000000,64000,1500000000,0.5
planning_medium__veh_5__t_148000,veh_5,planning_medium,148000000000,148000,2000000,32000,3000000000,1.0
perception_light__veh_9__t_148000,veh_9,perception_light,148000000000,148000,8000000,64000,1500000000,0.5
perception_light__veh_3__t_149000,veh_3,perception_light,149000000000,149000,8000000,64000,1500000000,0.5
cooperative_awareness__veh_5__t_149000,veh_5,cooperative_awareness,149000000000,149000,512000,16000,800000000,0.75
perception_light__veh_8__t_149000,veh_8,perception_light,149000000000,149000,8000000,64000,1500000000,0.5
perception_light__veh_2__t_150000,veh_2,perception_light,150000000000,150000,8000000,64000,1500000000,0.5
planning_medium__veh_3__t_150000,veh_3,planning_medium,150000000000,150000,2000000,32000,3000000000,1.0
perception_light__veh_7__t_150000,veh_7,perception_light,150000000000,150000,8000000,64000,1500000000,0.5
